Ants,Larva,Food
340.8,225.9,13.7
336.6,220.3,6.9
338.3,217.7,3.8
338.8,211.1,6.5
333.4,199.2,2.5
332.3,189.5,5.4
324.3,186.0,6.6
319.1,177.4,4.7
319.2,183.2,12.2
320.2,197.2,8.2
317.2,207.2,6.1
316.7,211.8,6.6
317.2,223.8,2.6
315.5,215.7,12.9
327.7,216.2,8.4
331.4,222.8,11.1
334.6,222.9,2.3
333.1,215.4,8.0
330.4,221.4,4.1
333.4,213.8,1.9
328.2,200.7,1.5
322.8,191.8,3.2
322.9,193.5,4.5
318.2,194.5,6.3
317.6,195.6,3.6
313.9,202.3,3.6
312.8,210.3,8.7
309.3,208.6,1.3
303.3,204.8,1.9
302.6,201.2,2.8
302.0,203.1,2.5
306.4,208.2,2.8
304.3,217.9,4.7
298.2,214.1,2.5
298.6,215.5,4.9
298.1,214.3,8.0
301.0,199.7,2.7
307.3,195.3,5.5
305.1,197.7,2.6
302.8,197.8,6.9
308.5,198.1,8.7
306.4,201.0,2.5
308.0,210.4,5.9
304.7,216.2,4.7
306.7,219.0,1.1
302.8,211.3,1.8
298.2,208.1,7.1
300.8,198.1,3.9
299.8,192.7,3.8
302.0,192.4,8.3
303.0,203.4,8.8
306.2,215.6,6.0
307.7,223.2,3.8
302.0,217.5,2.1
300.5,216.4,6.0
303.5,207.9,10.6
308.4,196.9,8.9
312.4,197.1,12.5
306.6,206.1,5.5
307.5,201.4,7.8
303.9,204.0,3.4
304.6,208.6,3.4
302.1,197.9,1.0
297.3,196.3,4.9
295.4,200.5,4.6
298.0,194.7,1.3
295.2,183.6,6.3
297.0,199.9,11.5
299.3,204.3,5.9
301.0,200.9,9.1
300.5,210.4,2.4
295.3,217.7,1.9
292.3,200.8,1.4
290.9,187.9,3.2
291.6,186.4,6.6
295.1,181.2,12.1
299.0,181.1,14.1
302.2,194.6,18.1
302.6,214.9,32.0
307.4,234.2,28.6
313.2,254.2,25.4
317.2,264.1,29.3
325.3,264.9,20.4
327.9,253.9,28.7
342.3,252.4,19.8
346.6,234.4,15.9
