Ants,Larva,Food
13.5,11.0,1.5
13.7,9.6,0.1
13.6,9.6,1.0
14.2,9.0,0.7
13.9,8.3,1.1
13.8,7.4,0.5
13.0,7.3,0.4
13.1,8.0,2.0
13.5,8.7,1.0
13.5,9.5,3.3
13.9,9.3,3.2
13.5,10.2,3.2
13.9,9.8,2.9
14.0,9.3,2.4
13.9,9.8,1.5
13.2,10.6,0.0
12.1,9.4,0.0
11.6,8.5,0.2
11.3,7.9,0.2
10.9,6.1,0.0
11.6,5.0,0.7
11.5,6.4,1.4
11.3,6.7,1.4
11.6,7.2,0.7
11.6,8.0,1.0
11.8,8.3,0.8
11.4,7.4,0.9
11.4,7.0,0.0
11.6,7.0,1.4
12.2,7.3,2.2
13.0,8.2,0.9
13.1,8.2,0.6
13.2,9.3,0.4
13.5,9.2,1.2
13.4,9.5,1.6
14.3,8.3,1.6
13.9,8.9,2.1
14.7,9.1,0.1
14.7,10.2,0.5
14.8,11.0,0.2
15.5,10.4,0.3
15.6,11.1,0.0
16.1,9.8,1.2
15.6,10.3,0.4
15.9,7.9,0.4
15.6,8.2,0.4
15.5,7.9,1.1
15.4,9.8,1.5
15.2,9.8,0.3
14.0,10.8,0.3
13.5,11.1,0.7
13.5,11.4,1.1
13.6,10.1,1.4
12.7,9.1,1.3
13.0,9.0,1.6
12.6,9.0,0.8
13.1,8.8,1.2
13.3,7.5,0.6
13.3,7.7,0.7
13.8,8.2,0.5
13.4,7.5,0.0
13.8,7.3,3.0
13.5,8.9,3.0
13.4,10.7,1.0
12.9,9.5,0.0
12.3,10.1,1.7
12.4,10.4,1.2
13.1,9.5,1.2
13.7,8.4,0.2
12.9,8.3,2.5
12.5,7.4,2.6
13.1,6.6,1.8
13.5,7.2,3.1
14.2,8.5,2.2
13.7,9.9,1.9
13.5,11.7,0.5
13.1,11.4,1.2
12.4,10.7,0.2
12.4,8.8,0.0
12.5,6.5,0.3
12.8,5.1,0.0
12.3,5.8,0.3
11.9,5.5,1.2
12.3,5.1,0.4
11.9,7.4,2.0
11.4,9.3,3.0
12.4,11.2,0.7
11.7,10.8,0.0
10.8,10.5,0.6
11.2,9.5,0.3
11.6,8.0,0.8
12.3,5.6,1.4
12.9,5.3,0.0
12.7,6.7,0.0
12.3,6.3,0.0
12.7,7.2,2.0
13.0,7.8,1.2
13.2,8.7,0.9
13.5,8.9,1.2
14.2,9.5,1.4
15.2,10.7,2.0
16.3,11.1,2.9
16.9,11.4,3.2
17.8,11.3,1.2
18.2,12.4,2.6
19.4,11.3,0.3
20.0,11.2,1.5
19.5,12.0,1.8
20.5,13.9,0.9
21.3,13.4,0.0
21.6,14.1,1.4
22.3,14.8,1.0
22.6,14.0,1.3
24.0,13.1,1.8
23.7,13.3,0.7
23.6,12.9,1.3
24.1,12.6,0.5
23.2,14.5,0.0
22.1,12.4,0.0
21.4,11.2,0.0
20.3,11.5,0.2
20.6,12.0,0.8
21.5,9.9,0.2
20.4,11.7,0.8
20.0,13.7,0.9
20.8,13.8,0.0
19.4,11.5,0.3
18.8,12.0,0.3
17.5,10.5,0.2
17.1,9.4,3.8
18.9,10.9,1.9
18.5,12.8,2.0
19.4,14.8,0.7
18.4,16.0,0.5
16.8,15.9,0.4
16.1,12.0,0.4
14.7,9.1,0.6
15.0,6.3,0.1
14.3,5.1,0.2
13.1,4.8,0.3
12.1,5.7,0.0
11.7,6.4,1.1
11.6,6.8,1.1
11.5,7.2,0.8
12.1,7.0,0.2
11.8,6.1,1.9
10.9,5.9,1.2
11.2,5.9,1.9
10.5,5.6,3.6
10.8,6.6,2.6
10.3,7.3,1.9
10.3,7.1,1.0
9.9,6.4,0.7
9.6,6.2,0.0
10.7,5.3,1.5
11.4,5.6,0.1
10.7,5.3,0.5
9.8,5.9,0.4
10.1,6.2,0.4
9.0,5.8,0.8
9.3,5.1,2.3
9.6,5.9,2.2
10.1,5.6,3.6
11.1,5.5,3.5
11.6,7.3,2.6
11.9,8.2,1.2
12.3,8.7,0.5
11.4,8.7,0.0
11.2,8.4,0.1
11.9,7.4,1.6
12.8,6.8,2.5
13.4,6.3,2.1
13.6,6.4,1.5
14.3,7.1,1.9
14.7,8.2,3.1
15.6,9.8,3.2
16.2,10.7,3.4
16.2,11.3,2.8
16.9,11.4,2.8
16.8,11.9,2.9
18.3,11.9,0.6
18.7,11.2,2.5
19.7,12.3,1.1
20.0,13.4,1.1
20.0,12.8,1.1
19.5,11.2,0.0
18.2,10.7,0.0
17.5,9.8,1.0
18.9,8.4,0.1
18.6,8.3,0.2
18.3,9.6,0.1
17.6,10.4,0.4
16.6,10.0,0.0
15.5,8.9,0.7
15.3,9.4,1.0
14.9,9.0,0.0
14.1,7.4,0.4
12.9,7.3,0.6
11.6,8.1,0.0
10.7,6.8,0.5
10.5,5.7,1.0
10.1,6.8,1.0
9.5,6.0,0.3
9.4,5.1,0.4
9.9,5.1,2.2
10.0,6.5,1.1
11.3,6.8,0.8
11.8,7.6,1.3
